init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
26 16 26 21 19 5 45 13 46 28 29 3 23,16 15 52 32 20 45 2 18 35 34 34 24,36,0,80,0,4,45 46 44 21 19 20 16 29 3 26 13 39 23,16 15 52 32 45 2 18 35 34 34 24 35 28,2,0,2
27 50 22 44 41 17 43 36 12 39 25 45 37,38 48 15 20 46 52 17 28 21 33 14 43 5,45,0,80,0,10,17 18 19 44 43 45 41 52 27 28 12 25 38,6 39 14 15 28 17 5 20 46 33 48 25 22,1,2,1
50 49 22 12 44 36 29 51 33 52 25 16 46,13 17 8 39 36 0 18 48 44 47 5 6,2,0,80,0,14,50 49 51 23 25 52 18 17 16 22 21 20 2,13 17 8 39 0 48 44 47 5 36 38 44 31,3,1,0
50 32 31 41 31 19 5 0 28 48 40 51,37 27 47 38 39 45 20 46 23 7 28 39 44,32,0,31,0,14,32 31 33 19 5 7 45 40 1 41 28 15 52,20 21 22 48 6 50 39 27 28 15 3 30 44,1,1,2
36 11 1 32 24 43 21 48 51 6 5 17,10 31 0 25 11 22 5 27 35 12 45 42 3,23,0,8,0,17,31 32 30 36 20 21 18 5 44 1 27 23 10,10 11 12 9 45 47 46 52 27 40 26 0 15,1,1,2
8 22 27 16 35 51 14 45 19 50 39 47,52 23 13 31 21 37 10 2 6 29 21 6,26,12,0,1,19,16 14 15 17 29 30 31 32 45 19 27 41 29,6 8 7 23 21 52 21 13 19 47 49 48 39,2,2,0
51 40 16 30 26 17 3 0 6 1 13 24 11,14 14 47 49 8 20 45 9 4 52 19 39 18,6,15,0,1,19,1 3 2 12 6 9 10 26 13 0 28 16 30,20 19 18 47 49 45 21 47 34 52 14 25 52,1,2,1
6 10 45 8 3 28 11 5 17 14 47 35 12,18 41 26 50 51 30 27 52 21 9 32 24,23,0,63,0,27,5 6 7 10 11 12 9 39 0 13 3 16 49,14 15 52 40 41 32 6 45 26 27 2 30 34,2,0,2
27 12 5 34 20 42 46 47 25 6 47 8,39 25 4 44 11 34 13 43 52 24 7 22 49,36,0,10,0,29,5 4 3 23 8 7 13 25 10 44 45 46 43,1 2 0 49 6 7 41 10 51 39 14 27 28,2,2,0
12 30 3 51 38 22 21 18 7 8 16 39 24,6 52 2 44 42 13 19 32 28 29 48 21 26,1,0,75,0,10,6 7 8 22 21 20 23 3 16 29 39 0 52,13 26 39 2 28 42 18 18 19 32 6 19 23,2,0,2
28 18 2 12 16 7 5 21 49 9 20 18,22 6 1 42 42 45 36 52 52 13 19 34 24,30,0,19,0,14,18 17 16 5 3 2 30 29 28 27 7 20 43,19 21 20 52 34 33 52 9 12 10 1 6 45,2,1,1
1 24 30 19 23 0 35 6 47 52 45 28 25,15 51 11 26 12 18 42 10 33 36 39 32,17,0,34,0,6,24 23 25 30 40 42 19 6 45 35 52 48 52,11 12 10 9 26 28 27 39 15 42 18 32 32,1,1,2
13 41 20 43 16 48 10 31 18 30 0 1 43,7 39 31 45 36 21 14 17 35 9 19 38 33,15,65,0,1,32,31 33 13 39 39 1 40 1 16 43 4 44 8,9 8 7 2 17 19 4 30 43 42 3 29 52,1,1,2
24 20 32 7 15 22 2 43 23 49 28 51 0,33 3 40 45 25 22 50 35 5 31 26 47,9,0,9,0,35,23 25 24 22 48 34 31 15 28 41 0 1 52,39 40 51 22 30 31 33 26 0 13 26 27 2,1,2,1
26 28 44 4 39 17 47 29 37 2 9 41 20,14 30 12 30 6 41 4 34 18 39 40 27 20,17,79,0,1,4,4 17 39 28 2 29 44 32 20 47 37 34 12,41 39 40 30 18 20 30 9 35 14 25 13 4,2,1,1
0 47 15 21 33 5 2 33 34 2 50 10,31 12 6 3 39 7 26 35 12 24 37 1,51,0,41,0,46,27 28 26 1 38 51 4 44 31 18 0 13 38,12 25 12 52 52 39 14 27 1 40 31 11 37,1,1,2
28 0 25 38 2 8 14 33 19 32 48 17,52 26 50 6 39 16 5 10 16 20 10 29 50,23,0,66,0,29,48 49 47 50 51 10 28 41 15 42 3 16 29,52 39 0 40 14 16 4 17 5 44 5 45 35,1,1,2
11 13 33 6 12 31 50 6 25 37 2 20,18 40 28 48 26 20 4 52 1 16 46 17 36,18,0,14,0,13,25 24 23 6 31 8 11 50 37 33 20 46 31,0 1 12 18 48 50 17 4 5 26 40 28 16,1,1,2
19 45 33 28 6 44 49 33 2 37 30 29 15,17 20 16 26 46 45 17 44 10 52 7 5 30,11,0,30,0,8,28 30 29 19 20 18 37 33 20 2 0 1 37,46 45 44 7 6 52 26 26 14 16 17 30 17,3,0,1
31 20 50 44 27 49 49 43 10 45 27 19 52,3 40 51 30 5 17 46 43 16 30 14 15 15,21,42,0,1,26,15 17 16 43 44 45 27 41 41 30 31 19 35,16 14 15 21 22 20 30 43 4 27 1 40 52,2,0,2
33 26 3 6 45 41 5 7 10 16 17 52 43,12 14 26 28 39 13 34 10 48 11 48 14 9,19,11,0,1,31,26 28 27 32 5 7 4 14 25 13 40 28 2,12 0 1 6 41 43 13 26 39 18 17 20 32,1,2,1
29 42 30 20 11 12 26 18 38 25 29 50,43 49 23 19 15 48 34 41 4 2 1 13,6,80,0,1,12,29 42 30 11 25 29 48 34 23 13 7 20 4,49 48 50 47 19 43 44 15 41 2 1 27 45,1,1,2
42 23 5 11 2 1 27 50 22 3 4 10 24,28 33 15 45 37 17 46 47 21 36 12 19 11,49,0,51,0,0,5 2 3 4 23 22 10 11 50 24 1 27 14,28 33 15 45 37 17 46 47 21 36 12 19 11,1,1,2
35 52 26 3 51 22 12 50 38 9 36 1 4,25 20 16 31 15 21 16 13 48 8 2 28 47,24,0,80,0,0,26 38 27 52 3 1 4 51 12 50 35 22 9,25 20 16 31 15 21 16 13 48 8 2 28 47,1,1,2
41 3 27 13 21 44 3 18 11 50 50 20,17 17 19 2 22 13 23 4 1 51 28 39,26,3,0,1,18,21 20 22 13 11 9 44 18 39 26 3 4 27,48 50 49 13 17 19 2 28 41 16 3 29 42,1,1,2
40 34 18 15 29 22 2 17 26 41 34 3,46 47 1 23 7 39 14 8 52 25 11 33,35,0,43,0,7,17 18 16 15 22 23 24 28 26 27 29 30 31,1 2 3 23 52 25 39 14 41 30 46 33 47,4,0,0
33 39 46 32 19 52 10 27 35 30 10 14 15,16 24 25 16 20 14 37 22 52 51 45 51,4,0,80,0,11,35 34 36 33 32 52 19 18 30 15 28 17 30,16 25 16 20 37 22 52 51 46 27 13 11 6,1,2,1
17 35 46 24 40 52 28 16 19 11 6 7 10,8 17 29 26 38 5 12 46 23 50 42 49,50,0,80,0,2,17 16 18 19 24 28 27 52 7 6 46 11 44,8 17 29 26 38 5 12 46 23 50 42 49 10,1,3,0
3 37 27 28 40 39 26 22 43 20 15 37,13 0 20 43 29 28 11 32 22 4 38 31,33,0,69,0,5,27 28 26 40 39 20 37 50 11 46 43 30 52,20 13 0 26 28 29 43 4 31 44 32 22 38,1,1,2
43 29 28 36 12 37 16 11 3 9 20 50,18 7 30 21 44 14 39 48 0 38 32 47 45,7,0,41,0,22,16 18 17 9 20 11 7 29 3 33 31 29 46,39 40 41 30 20 32 0 0 40 28 12 38 21,1,2,1
12 40 22 10 51 37 41 6 11 30 35 10 9,43 40 45 42 8 5 4 22 27 34 13 52 29,48,0,56,0,6,12 10 11 40 22 51 41 35 9 27 6 19 45,22 52 9 40 27 42 29 43 4 30 5 18 45,1,2,1
5 4 31 16 5 25 52 9 50 42 17 4,48 49 43 40 6 44 6 15 20 33 36 40 15,31,0,59,0,12,5 4 3 31 0 1 5 52 42 52 14 16 17,44 40 40 14 15 15 28 41 43 43 4 6 6,1,3,0
35 20 21 23 7 21 37 32 32 4 9 15,39 40 34 24 13 27 2 45 7 10 19 48 37,38,0,19,0,26,7 9 8 3 1 12 4 3 5 14 15 13 16,41 42 43 51 27 29 30 52 19 32 2 16 24,3,1,0
34 24 49 30 1 47 27 5 46 11 14 14 28,50 17 13 10 41 10 0 11 29 43 26 37 0,42,0,61,0,32,5 6 7 29 42 9 27 14 40 1 14 27 16,30 32 31 0 2 28 43 17 31 6 45 32 19,1,1,2
0 34 31 17 7 3 33 12 49 17 13 38,14 36 32 22 6 23 2 40 37 44 35 26,34,0,34,0,15,13 15 14 17 16 34 0 12 52 3 19 45 21,36 37 35 48 50 8 26 13 2 29 30 44 6,1,1,1
27 30 35 6 16 34 42 41 21 9 4 49 26,4 46 2 51 7 28 17 41 32 26 50 5 45,30,0,68,0,3,42 41 40 30 27 26 29 34 4 21 35 9 48,4 17 26 0 2 28 41 5 32 45 7 51 12,1,1,2
18 17 46 11 32 33 38 31 35 5 43 21 42,45 37 52 14 35 0 44 0 44 30 33 40,4,0,50,0,13,32 33 31 38 36 37 17 28 15 5 6 7 43,52 30 0 26 14 40 40 42 3 29 44 44 45,3,0,1
31 0 16 25 47 36 19 21 5 43 34 14 18,30 13 37 44 39 33 10 32 26 49 42 48 49,44,0,19,0,3,19 21 20 31 25 14 36 49 10 34 5 18 37,49 48 47 30 44 33 32 13 39 26 42 16 20,1,2,1
42 26 31 9 29 38 16 27 50 36 5 49 33,10 40 24 17 44 6 13 49 11 21 36 51,1,0,17,0,13,42 43 41 27 31 33 29 16 3 42 16 17 14,36 38 37 51 49 50 6 7 5 13 26 17 44,1,2,1
46 24 20 15 27 26 31 11 26 22 42 35,49 47 37 10 13 0 29 18 31 14 13 27 32,1,72,0,1,8,27 26 26 0 13 15 29 31 46 20 24 22 35,29 31 32 30 14 49 47 25 27 13 12 11 10,2,2,0
29 41 29 23 25 44 52 43 48 0 36 11 20,47 15 50 28 7 37 27 9 27 51 26 16 10,33,0,39,0,13,31 32 33 52 20 40 43 52 44 18 46 29 30,27 28 29 7 23 22 27 15 41 16 4 44 11,1,2,1
49 48 47 7 29 24 30 7 31 18 6 34 22,8 4 26 30 24 19 5 8 22 12 21 19,31,0,49,0,14,49 48 47 50 31 33 34 18 29 3 5 19 20,24 22 23 25 39 26 14 4 30 30 43 7 20,1,2,1
10 29 9 3 40 43 0 45 17 18 31 12,13 38 4 34 46 37 33 7 28 46 14 15 47,38,0,20,0,25,16 17 18 12 28 29 31 51 42 43 45 46 44,34 33 35 46 45 47 38 37 50 39 1 5 6,2,2,0
4 41 3 12 45 27 37 48 3 47 36 40 45,30 39 26 34 0 52 38 34 21 20 19 26 9,43,80,0,1,2,4 41 3 12 45 27 37 48 3 47 36 40 45,21 20 19 18 30 26 38 39 0 26 52 9 22,1,1,2
48 12 44 9 24 19 34 24 41 35 8 33 38,29 39 1 7 0 20 52 48 26 12 11 17 27,2,0,28,0,10,34 35 33 41 26 27 5 44 18 9 8 6 7,1 0 12 52 17 20 19 39 13 14 4 44 45,2,1,1
21 14 1 14 36 9 3 47 49 22 37 27 46,39 35 18 17 30 19 10 29 45 10 35 48,37,10,0,1,26,29 30 28 37 17 19 20 1 14 27 14 1 2,48 49 47 18 17 16 35 9 48 19 24 16 50,2,1,1
24 46 12 9 1 29 37 5 40 28 26 18 20,30 31 19 5 12 47 51 34 25 11 23 42,8,2,0,1,12,12 1 0 52 41 40 28 2 41 18 20 19 26,30 31 32 33 29 47 12 11 9 25 23 34 22,1,2,0
44 8 12 20 26 10 3 18 14 31 42 32 20,11 38 27 32 41 30 41 14 0 39 36 48 8,45,0,2,0,41,32 33 34 6 1 3 32 41 28 0 39 13 19,16 17 18 29 31 30 28 27 26 40 14 1 0,1,1,2
10 38 43 16 39 49 7 26 50 23 41 33 42,44 25 0 34 46 35 14 27 33 34 48 13,21,31,0,1,21,32 33 31 41 43 42 26 28 2 16 16 3 43,50 49 48 34 10 11 34 13 0 33 7 20 8,1,1,2
11 8 36 5 2 12 36 50 32 34 25 42 33,40 34 16 7 4 4 51 13 25 1 26 40,28,80,0,1,26,32 11 2 12 26 42 16 18 36 8 32 50 4,25 24 23 51 40 39 44 42 43 13 26 39 52,3,0,1
35 23 5 44 52 8 35 39 4 28 2 2 32,7 16 14 11 23 27 40 45 10 4 48 19,15,0,45,0,6,28 27 26 2 4 5 2 43 44 28 41 32 35,11 10 9 7 8 52 27 40 16 4 45 23 48,1,3,0
30 10 4 48 15 32 22 25 6 19 43 7,23 17 33 12 50 11 51 39 18 13 5 16 5,2,0,69,0,8,10 11 12 15 22 25 28 32 6 19 30 4 43,39 13 26 14 1 16 3 17 5 44 45 33 23,1,1,2
32 17 6 32 44 4 24 43 8 26 47 26 9,5 51 40 29 42 42 23 52 7 45 21 36 19,21,0,41,0,20,3 4 2 8 26 28 47 34 32 43 44 47 46,51 39 52 40 42 44 5 31 28 3 45 32 25,1,3,0
44 27 40 23 8 27 24 36 11 25 26 40 3,30 50 9 16 6 33 9 52 48 36 0 19,49,0,80,0,11,23 24 25 36 44 43 26 13 0 27 40 1 14,50 9 16 6 33 52 48 0 19 11 19 12 3,1,1,2
10 17 14 21 19 14 4 42 48 45 3 16 26,9 18 39 40 3 41 23 28 5 11 8 4 28,29,0,9,0,7,17 18 19 20 16 42 10 7 3 16 13 14 17,4 5 6 9 3 11 8 41 28 2 39 40 28,1,2,0
52 3 40 36 47 7 28 26 45 35 12 41 50,15 13 33 36 6 21 39 20 11 16 47 22 9,51,0,10,0,20,20 22 21 52 5 7 2 41 15 12 46 7 38,13 15 16 14 23 21 25 39 13 26 25 40 44,1,1,2
26 30 0 21 11 29 3 29 8 43 7 37,41 44 20 27 0 37 49 30 6 1 13 14 22,19,0,13,0,17,0 2 1 16 32 14 29 3 16 30 28 29 27,41 42 43 6 17 18 20 52 7 9 0 15 18,2,1,1
29 15 0 7 25 23 41 10 16 50 20 24 5,43 35 39 27 15 45 19 25 22 28 36 43 37,31,0,77,0,8,25 23 24 39 41 40 5 20 7 16 29 42 44,52 5 39 27 28 43 43 45 19 35 37 25 22,2,0,2
1 46 12 39 10 43 19 6 18 30 27 41 25,34 33 7 23 40 50 13 25 47 29 44 6,22,0,15,0,40,40 41 39 51 48 1 2 52 15 16 48 30 43,31 33 32 18 19 17 29 16 42 39 26 27 45,1,2,1
17 47 20 46 5 14 40 6 21 49 45 52 45,43 36 3 48 5 30 0 42 37 3 31 44,23,0,56,0,9,20 21 22 47 46 48 45 49 14 40 6 52 7,36 37 38 0 41 42 3 3 16 44 31 5 46,2,1,1
21 14 27 35 34 10 42 43 18 12 28 39 36,10 23 16 41 16 23 35 1 11 8 14 3,43,0,17,0,32,42 41 39 40 43 27 28 3 16 42 44 30 5,10 11 12 30 27 29 1 14 40 0 13 41 20,1,1,2
5 28 24 36 51 6 2 13 43 39 49 19 42,9 32 46 50 14 52 33 12 11 37 47 32,44,0,7,0,14,42 43 41 2 1 3 28 15 5 27 29 28 30,51 40 39 52 32 33 35 50 11 37 0 0 14,3,0,1
13 41 5 11 23 16 35 46 1 47 51 30,47 43 40 27 40 19 49 31 18 0 0 27 21,7,0,24,0,37,15 16 17 52 40 41 51 1 27 40 13 26 39,7 6 8 46 19 21 0 0 27 1 15 3 42,1,1,2
35 46 28 28 41 19 11 47 8 24 40 44 14,32 32 29 2 4 39 51 39 6 46 21 27,20,0,80,0,16,46 44 45 7 28 30 40 14 27 46 30 28 31,39 39 14 2 41 29 18 32 34 51 21 35 32,1,2,1
22 0 46 46 20 25 3 14 16 43 18 42 5,25 21 47 6 37 50 30 21 44 8 2 36,48,0,80,0,23,13 14 15 22 0 2 9 43 30 9 16 18 52,25 21 47 6 50 21 8 25 20 51 37 6 24,1,2,1
46 31 3 45 26 48 15 20 36 23 27 48,5 12 2 7 26 33 18 8 20 47 12 7,43,0,80,0,17,15 16 14 17 18 20 4 31 32 4 29 26 27,5 12 26 33 8 47 7 23 19 25 45 3 7,1,3,0
41 12 21 18 50 36 48 9 26 2 32 13 27,39 37 0 7 34 17 16 52 25 46 2 29 36,0,80,0,1,7,41 12 21 18 50 36 48 9 26 2 32 13 27,14 16 17 15 39 46 44 0 7 8 52 2 41,1,2,1
35 39 6 38 45 17 10 38 19 48 52 28 32,30 15 40 41 35 5 23 51 47 51 32 31,0,4,0,1,28,18 19 17 28 29 27 52 35 22 41 42 40 15,32 31 33 30 29 39 45 44 46 47 45 48 26,2,2,0
47 46 13 45 29 42 39 12 44 41 17 11 11,43 0 29 40 51 22 3 7 17 33 49 41 37,9,0,78,0,3,47 46 45 44 12 11 9 39 41 22 42 29 22,0 40 1 41 29 3 43 17 17 7 33 51 49,1,2,1
49 20 27 45 22 15 51 22 1 9 18 9,29 17 36 48 33 38 34 23 32 20 14 8 6,40,0,61,0,14,22 21 20 19 27 4 3 22 9 1 23 36 10,48 49 47 46 45 28 29 43 32 20 33 9 51,1,1,2
52 25 41 23 35 6 24 37 12 29 11 26 0,2 7 18 43 46 37 16 38 30 0 19 40 28,41,0,8,0,11,25 23 24 52 35 37 34 41 38 26 9 7 8,18 19 20 2 28 43 46 30 43 17 0 40 40,2,2,0
12 23 27 51 16 30 20 8 47 38 10 16 26,8 7 2 36 26 29 52 13 11 36 15 22,35,11,0,1,14,27 26 28 38 12 10 48 51 12 38 1 28 15,13 15 14 52 29 30 32 22 7 20 35 19 20,1,2,1
1 33 15 17 49 51 0 6 18 32 3 27 29,47 31 50 41 36 39 27 38 51 33 36 4,30,11,0,1,10,26 27 38 17 3 6 5 32 33 52 0 15 29,50 51 49 4 33 34 31 30 27 14 36 38 37,2,1,1
1 49 27 4 36 5 37 21 25 47 39 40 24,14 41 16 41 18 7 20 17 12 43 13 31 42,45,0,80,0,12,40 41 42 32 1 2 45 4 17 5 18 44 52,16 43 13 39 41 31 7 25 50 11 37 36 47,1,1,2
52 45 18 44 14 32 15 6 13 26 52 15 22,43 21 14 33 1 17 2 25 26 47 1 11,5,0,80,0,1,14 15 13 52 18 15 45 32 6 44 22 35 52,43 21 14 33 1 17 2 25 26 47 1 11 47,1,1,2
22 13 9 12 11 2 47 17 47 42 15 26,15 48 14 1 52 16 50 8 44 39 9 20 27,41,7,0,1,5,42 43 44 12 11 2 9 22 15 23 13 26 27,16 18 17 15 48 50 47 14 1 27 52 8 47,1,1,2
8 30 18 4 24 46 48 5 15 28 36 37 39,22 8 30 0 40 17 13 33 45 12 51 20,33,18,0,1,22,46 45 47 52 28 26 30 4 43 13 40 3 6,17 18 19 33 19 18 0 13 39 20 15 28 52,1,1,2
41 47 5 12 9 51 8 34 32 30 8 32 13,34 40 29 22 43 20 46 28 31 50 44 47,17,0,25,0,34,8 6 7 52 4 29 13 26 39 34 32 30 35,40 42 41 10 9 43 27 28 26 28 3 32 45,1,2,1
42 4 13 8 28 22 43 7 13 23 48 15 50,36 1 17 31 51 45 46 32 38 47 7 29 14,4,0,14,0,15,31 32 33 43 7 8 10 11 12 13 15 14 16,45 46 47 36 17 38 4 22 23 13 1 28 29,3,1,0
18 44 27 29 17 22 1 26 25 10 3 0 19,36 49 2 51 21 23 24 43 30 7 11 36,2,0,19,0,20,18 17 19 16 18 17 29 3 42 15 44 43 15,49 51 50 2 30 32 7 33 41 0 13 42 21,2,1,1
46 40 48 43 27 0 33 5 36 37 0 20 52,46 3 34 10 29 15 1 25 3 41 32 22 23,14,0,70,0,14,35 33 34 5 4 6 40 36 10 31 30 32 27,1 26 15 41 28 3 29 43 43 32 6 33 46,3,0,1
48 14 15 1 3 28 50 31 39 3 39 30 43,48 4 41 27 22 19 26 50 21 18 0 46 30,36,0,73,0,29,1 3 2 10 11 23 4 30 43 26 39 0 52,3 5 16 18 19 52 27 40 28 30 31 45 34,1,1,2
43 41 0 50 32 31 15 28 43 24 45 30 20,7 37 52 2 27 13 14 28 17 34 20 48 12,8,7,0,1,41,2 3 4 0 1 51 8 50 39 26 0 27 41,13 25 14 52 32 30 34 40 1 47 21 13 16,1,2,1
40 51 49 2 33 28 22 47 38 37 47 2 34,12 19 52 44 42 18 10 18 50 32 27 41,39,69,0,1,10,33 34 35 40 27 28 2 5 6 51 49 22 47,26 27 38 52 13 18 42 44 0 45 19 18 52,1,3,0
44 32 52 1 18 41 13 50 40 25 31 16 46,51 0 17 0 33 46 3 28 6 27 25 45,39,68,0,1,8,52 13 40 1 41 16 4 30 44 18 32 46 12,3 5 4 6 0 27 28 51 25 12 0 45 44,1,2,1
3 27 11 46 52 48 22 47 43 16 39 24 28,51 14 19 9 30 26 17 49 25 20 31 12,45,0,53,0,13,27 28 26 52 24 25 37 50 11 46 47 45 44,14 16 15 17 26 39 1 3 30 43 20 51 49,2,1,1
29 33 28 42 19 37 38 34 48 15 4 18 39,34 14 50 3 6 11 47 40 36 21 20 12,28,12,0,1,19,37 38 36 15 4 6 3 27 1 14 39 29 29,34 36 35 40 39 51 31 32 30 33 15 20 19,3,1,0
12 51 20 14 22 10 24 29 39 17 36 23 46,32 4 0 6 25 37 49 44 16 43 28 7,51,0,80,0,10,14 15 13 24 23 12 17 51 43 20 46 33 7,32 4 0 6 25 37 44 16 28 36 34 20 49,1,1,2
18 31 12 13 42 27 46 33 19 18 25 20 9,4 52 36 3 6 5 34 29 7 38 46 20,9,42,0,1,2,18 19 20 31 33 9 13 27 42 43 18 46 12,4 3 6 5 52 36 34 7 46 20 38 25 12,1,1,2
13 29 47 15 38 10 10 23 29 42 0 28,46 24 37 44 14 39 38 12 31 40 12 20 34,25,0,9,0,9,28 29 30 38 15 17 13 0 26 29 42 3 16,39 40 51 37 38 12 46 12 20 34 25 47 50,1,1,2
10 33 25 1 6 7 26 34 23 41 10 52 13,33 35 46 32 19 14 8 25 5 11 28 39 18,47,80,0,1,10,52 13 1 41 30 6 33 7 46 37 25 23 46,26 28 27 34 18 19 8 5 6 32 33 21 30,1,3,0
40 2 33 18 48 8 25 26 25 36 47 50 17,2 9 44 5 41 43 9 20 22 51 41 7,24,0,80,0,15,18 17 16 50 33 32 48 47 46 45 20 11 21,9 44 5 43 9 22 41 25 23 8 36 5 32,2,2,0
17 3 37 40 18 51 24 9 11 9 12 30 4,52 12 3 31 48 22 35 10 23 2 37 15 49,29,0,4,0,14,17 18 19 16 51 49 37 24 11 40 27 14 29,48 49 47 12 10 11 52 22 35 3 31 18 15,1,1,2
1 27 7 15 49 32 28 3 5 15 46 40 35,40 20 12 49 28 48 47 20 44 0 36 31,43,0,2,0,48,26 27 38 24 22 4 28 15 41 25 17 13 15,46 47 48 49 50 52 36 35 40 14 27 1 0,1,2,1
6 35 42 11 30 12 50 20 32 1 9 16,41 23 20 52 2 40 14 47 8 33 51 29,38,0,9,0,17,30 32 31 12 1 2 4 12 6 19 52 27 1,29 30 28 52 51 8 11 20 33 7 0 14 2,1,1,2
40 33 46 49 32 33 37 49 3 9 18 42 25,8 4 45 9 17 47 48 30 21 39 38 39 7,13,80,0,1,1,40 33 46 49 32 33 37 49 3 9 18 42 25,8 9 7 45 47 48 39 4 17 30 21 39 22,1,2,1
35 22 18 3 36 25 33 11 12 33 50 51,27 19 15 13 11 15 14 20 25 5 7 4,45,0,43,0,24,20 19 21 6 50 51 18 31 5 52 2 3 0,15 13 14 25 1 27 27 1 42 29 4 17 33,1,2,1
23 30 31 18 37 52 44 30 26 5 3 13 43,24 7 8 36 11 5 19 23 50 26 40 8 13,9,0,80,0,19,1 3 2 52 13 14 31 18 5 23 22 21 35,24 23 40 15 15 30 43 5 44 19 51 10 30,2,1,1
